postcode,state,sa4,individuals,taxable_income,net_tax,avg_taxable_income,avg_net_tax,effective_tax_rate,avg_salary,avg_gross_interest,avg_dividends,avg_capital_gains,avg_gross_rent,avg_net_rent,avg_help_debt,avg_govt_allowances,avg_business_income,pct_private_health
3662,VIC,Hume,473,37326854,8194939,78915.12,17325.45,21.95,77873.3,392.42,72.53,29.6,2582.23,-84.85,4370.34,70.05,48.76,31.5
3663,VIC,Hume,119,6454125,1311993,54236.34,11025.15,20.33,41746.55,1082.1,709.71,138.55,965.46,360.89,3636.75,773.87,2334.82,42.9
3664,VIC,Hume,735,47061497,10655990,64029.25,14497.95,22.64,48124.81,932.18,3067.47,1548.69,1745.22,333.46,2940.9,450.38,1916.14,48.6
3665,VIC,Hume,227,13698544,3284671,60346.01,14469.92,23.98,44947.15,919.48,2342.23,1385.43,2748.13,750.71,4075.78,567.03,-1056.21,52.4
3666,VIC,Hume,2843,162103220,35731562,57018.37,12568.26,22.04,41050.5,978.75,3192.75,2863.41,2289.1,583.39,2334.27,571.03,1688.4,50.9
3669,VIC,Hume,806,41650168,8969779,51675.15,11128.76,21.54,37455.54,1185.37,2469.66,2238.42,2187.82,443.5,2222.64,683.67,1255.71,41.2
3670,VIC,Hume,378,19249054,4105515,50923.42,10861.15,21.33,41937.19,549.52,824.51,1541.97,2872.67,1180.8,1390.52,387.51,-667.03,36.5
3672,VIC,Hume,6067,337995607,69378507,55710.5,11435.39,20.53,44157.57,597.18,2428.89,1199.99,2270.99,348.29,2377.6,669.66,1623.02,34.1
3673,VIC,Hume,1109,57896283,12702827,52205.85,11454.31,21.94,38265.93,777.44,2267.2,2107.7,3742.66,951.29,2086.2,424.31,1402.19,39.9
3675,VIC,Hume,1245,69648264,14308606,55942.38,11492.86,20.54,43473.46,569.39,1863.89,876.51,1891.56,542.56,2377.03,409.93,2094.18,43.1
3676,VIC,VIC other,130,9047346,2235700,69594.97,17197.69,24.71,48737.95,631.74,4182.35,4183.81,3420.58,104.39,1662.64,311.09,4397.32,48.5
3677,VIC,Hume,11045,643445625,133438800,58256.73,12081.38,20.74,47774.72,542.22,1252.25,966.71,1939.75,306.62,3002.06,682.74,2688.63,36.5
3678,VIC,Hume,4420,279516035,64971506,63238.92,14699.44,23.24,46166.68,922.64,3003.29,1394.55,2962.55,489.52,2369.45,287.94,2656.64,49.0
3682,VIC,Hume,383,20237372,4205385,52839.09,10980.12,20.78,43507.04,379.28,1656.66,773.6,2695.98,503.68,2613.69,410.98,163.57,42.6
3683,VIC,Hume,1072,58733472,11454253,54788.69,10684.94,19.5,46505.65,392.78,563.94,688.46,1569.89,281.67,2303.56,864.29,1030.54,41.6
3685,VIC,Hume,1946,112075833,23439100,57592.93,12044.76,20.91,45534.06,805.38,1420.32,2277.81,2437.69,449.32,2689.23,443.07,897.21,52.5
3687,VIC,Hume,644,38815941,8184847,60273.2,12709.39,21.09,49056.18,641.55,1582.24,1094.23,2293.74,302.32,2091.06,467.75,2616.7,47.7
3688,VIC,Hume,978,63024368,14060989,64442.09,14377.29,22.31,51672.42,488.91,2197.03,716.72,2466.39,448.67,2448.82,364.39,2092.56,42.9
3689,VIC,VIC other,84,7553400,2084278,89921.43,24812.83,27.59,47841.43,1945.01,10078.4,763.63,2156.88,436.63,2623.9,359.02,2738.9,59.5
3690,VIC,Hume,21101,1273237195,264425895,60340.14,12531.44,20.77,50977.58,441.31,993.49,585.6,1872.52,200.11,2834.65,647.61,2048.92,42.5
3691,VIC,Hume,8455,569537249,128453970,67361.0,15192.66,22.55,54795.29,564.41,1328.91,1502.32,2615.19,408.8,2979.76,316.2,1978.96,54.1
3695,VIC,Hume,336,18375173,3656156,54688.01,10881.42,19.9,41113.52,810.38,1183.34,1684.21,2753.01,855.94,2536.83,421.13,1432.96,48.8
3697,VIC,Hume,346,16550118,3205415,47832.71,9264.21,19.37,36543.36,787.68,1907.64,360.22,4118.57,1113.17,3348.94,328.24,2512.41,59.8
3698,VIC,Hume,611,39868074,9135475,65250.53,14951.68,22.91,46221.48,1121.47,2530.72,3305.42,3939.26,480.0,2945.23,349.87,3534.95,62.7
3699,VIC,Hume,685,37254615,7530834,54386.3,10993.92,20.21,43272.18,831.06,1480.63,480.41,2822.22,660.85,3574.38,567.58,1954.01,45.4
3700,VIC,Hume,888,47948430,9399732,53995.98,10585.28,19.6,42071.63,548.1,1261.02,1482.34,2391.97,804.34,2547.9,513.93,1950.34,45.0
3701,VIC,Hume,649,36396090,8362027,56080.26,12884.48,22.98,33083.1,1137.92,5714.6,873.85,1887.41,264.87,1772.86,449.13,1701.95,52.5
3705,VIC,Hume,165,9220565,1930895,55882.21,11702.39,20.94,29618.36,1281.73,6979.59,561.95,2795.16,685.25,2751.07,911.41,1517.12,49.7
3707,VIC,Hume,990,54250348,10721195,54798.33,10829.49,19.76,37744.72,694.48,1698.52,943.36,2860.94,612.21,2914.39,546.32,2363.52,51.5
3709,VIC,Hume,179,8790800,1700169,49110.61,9498.15,19.34,30354.55,1588.61,668.09,1049.78,3206.96,1256.87,2328.56,1131.06,759.35,59.2
3711,VIC,Hume,348,21448374,5424792,61633.26,15588.48,25.29,44741.47,683.1,2523.97,2883.19,2029.38,397.18,1684.45,433.72,-616.98,47.4
3712,VIC,Hume,190,10788390,2359329,56781.0,12417.52,21.87,45817.85,726.94,5181.84,553.49,2178.55,405.09,1779.04,314.75,-2313.0,43.7
3713,VIC,Hume,503,27230532,5580481,54136.25,11094.4,20.49,41812.43,607.47,679.86,2679.12,1753.25,427.28,1766.7,1044.41,498.89,36.8
3714,VIC,Hume,2177,124112871,26654243,57010.97,12243.57,21.48,41019.33,818.14,2762.89,1452.99,2324.47,411.33,2025.15,404.29,2930.49,46.9
3715,VIC,Hume,205,9958985,2007462,48580.41,9792.5,20.16,32984.75,1376.85,1498.42,2787.96,2161.55,173.1,2745.28,621.71,2111.83,43.4
3717,VIC,Hume,1931,107074249,22935388,55450.15,11877.47,21.42,40253.82,950.83,2789.5,1480.38,2021.68,334.85,2794.24,581.5,2547.63,48.6
3718,VIC,Hume,55,2967213,737279,53949.33,13405.07,24.85,42489.96,1113.25,5202.36,2155.2,6743.53,1275.31,5110.38,200.24,1646.49,52.7
3719,VIC,Hume,284,18600745,4598854,65495.58,16193.15,24.72,42255.4,735.31,1906.67,1259.66,2139.81,404.09,1885.51,390.19,1260.03,53.2
3720,VIC,Hume,449,24612444,5062259,54816.13,11274.52,20.57,40038.45,779.14,2033.19,2788.38,2669.92,402.18,2459.68,512.59,-34.43,47.4
3722,VIC,Hume,3641,236745454,55780190,65022.1,15320.02,23.56,41663.91,874.48,2770.69,4708.83,2904.83,661.37,2931.51,358.73,2829.51,47.3
3723,VIC,Hume,1820,101830366,21919941,55950.75,12043.92,21.53,40469.34,839.52,2441.22,1663.07,2895.39,445.72,3037.96,401.47,2186.86,48.5
3724,VIC,VIC other,83,4549552,931211,54813.88,11219.41,20.47,28899.34,2875.98,2350.36,7433.58,2516.04,551.17,349.42,211.81,3198.53,55.4
3725,VIC,Hume,402,23896966,5351278,59445.19,13311.64,22.39,40470.66,932.38,3125.13,2064.57,3652.95,1124.44,2102.09,517.45,1086.81,40.5
3726,VIC,Hume,238,11084528,2097399,46573.65,8812.6,18.92,30324.93,756.84,3058.42,1664.23,2398.78,871.62,1748.04,1024.44,1766.73,34.5
3727,VIC,Shepparton,196,9062953,1693655,46239.56,8641.1,18.69,36638.66,790.56,1010.61,775.36,1604.74,340.45,1395.21,303.18,2450.36,36.2
3728,VIC,Shepparton,392,19992679,3726588,51001.73,9506.6,18.64,38810.19,599.85,571.08,3115.94,1046.07,260.01,2671.87,904.34,1797.09,30.4
3730,VIC,Shepparton,5628,338684645,70890442,60178.51,12596.03,20.93,44902.77,781.25,2139.83,1387.75,2247.68,147.12,2169.33,549.97,1703.59,45.8
3732,VIC,Hume,404,20747457,4249506,51355.09,10518.58,20.48,38141.94,568.49,1165.63,1651.7,2046.18,623.59,2482.18,420.35,2512.89,39.6
3733,VIC,Hume,136,7037553,1479813,51746.71,10880.98,21.03,31960.34,941.79,5629.54,711.26,1982.71,649.04,3115.93,691.84,1072.68,41.2
3735,VIC,Hume,455,27650094,5452644,60769.44,11983.83,19.72,42546.94,869.64,1236.03,1502.84,3455.36,800.23,3117.59,417.74,2968.36,44.0
3737,VIC,Hume,2769,154597225,32157766,55831.43,11613.49,20.8,44184.43,662.14,1347.51,1018.22,2586.85,521.75,3057.68,564.95,2044.12,41.6
3738,VIC,Hume,116,6365958,1171960,54878.95,10103.1,18.41,47850.28,251.37,380.85,436.53,551.12,-60.29,3206.91,595.72,2435.71,29.3
3739,VIC,Hume,155,10063085,2361884,64923.13,15237.96,23.47,41471.33,1125.23,8478.2,1004.52,2606.48,126.43,2935.69,914.57,2324.75,44.5
3740,VIC,Hume,739,43287264,9258862,58575.46,12528.91,21.39,45501.16,770.82,1708.45,1747.18,3882.55,561.55,2801.76,390.95,2883.72,46.3
3741,VIC,Hume,2225,141663932,32936688,63669.18,14803.01,23.25,43592.19,954.93,2333.93,3745.41,4594.24,1051.81,2731.67,346.07,3371.6,50.7
3744,VIC,Hume,277,16886080,3808616,60960.58,13749.52,22.55,37947.66,743.7,2289.48,3414.46,3078.25,770.26,2932.94,259.99,6162.29,50.9
3746,VIC,Hume,210,11923349,2528579,56777.85,12040.85,21.21,45956.94,263.02,2241.08,1777.72,2447.99,60.62,2274.65,1056.15,3609.53,35.2
3747,VIC,Hume,3092,190710079,42082988,61678.55,13610.28,22.07,48128.95,658.1,2157.2,1432.82,2733.41,547.25,3274.59,348.44,3170.75,50.3
3749,VIC,Hume,1338,83460497,18841959,62377.05,14082.18,22.58,47152.73,754.51,1756.25,1767.42,3278.19,600.3,3399.05,244.71,3678.74,55.5
3750,VIC,Melbourne - North East,16657,1015379079,214333823,60958.1,12867.49,21.11,55307.3,420.34,292.41,460.05,1917.36,-652.93,3739.27,460.53,3198.78,33.4
3751,VIC,Melbourne - North East,122,10235079,2797036,83894.09,22926.52,27.33,47743.82,1483.32,13307.74,2440.22,6056.43,378.94,2127.33,284.45,-3035.4,45.1
3752,VIC,Melbourne - North East,15696,1048717187,234451797,66814.3,14937.04,22.36,60144.4,499.36,515.8,793.85,2548.92,-602.4,4804.51,393.86,2142.95,48.3
3753,VIC,Melbourne - North East,3649,246035531,54905802,67425.47,15046.81,22.32,61689.57,333.29,405.68,981.59,1720.14,-378.96,3418.53,342.26,2232.72,40.9
3754,VIC,Melbourne - North East,30723,2113162464,479578073,68781.12,15609.74,22.69,62688.51,335.62,386.08,677.96,1910.03,-599.87,3864.52,397.3,2167.7,49.9
3755,VIC,Melbourne - North East,136,9184647,2293490,67534.17,16863.9,24.97,45867.75,1062.29,2086.27,1751.12,5580.43,-868.88,4048.01,134.9,2153.49,63.2
3756,VIC,Melbourne - North East,10589,683015592,149168724,64502.37,14087.14,21.84,56932.38,297.79,612.84,730.02,1501.82,-151.02,3177.78,469.49,2362.39,38.3
3757,VIC,Melbourne - North East,5489,379576309,89211687,69152.18,16252.81,23.5,54385.94,666.16,2260.7,1354.2,2364.79,-41.88,2877.06,387.74,2554.8,54.5
3758,VIC,Melbourne - North East,1352,88292165,19935963,65304.86,14745.53,22.58,57068.53,400.18,513.45,749.26,1888.17,-384.86,2241.77,425.58,2198.78,47.5
3759,VIC,Melbourne - North East,666,56530965,15343106,84881.33,23037.7,27.14,60194.15,968.21,3613.42,3295.77,3583.65,61.5,3937.52,124.68,2915.6,67.7
3760,VIC,Melbourne - North East,268,19627215,4928522,73235.88,18390.01,25.11,57258.46,905.74,3577.41,2124.9,2836.58,523.46,2682.91,220.46,4099.89,58.2
3761,VIC,Melbourne - North East,771,54805781,13284084,71084.02,17229.68,24.24,51781.51,669.83,3503.28,1939.58,2553.47,342.33,3844.36,404.72,3112.0,52.9
3762,VIC,Melbourne - North East,80,12907483,4735687,161343.54,59196.09,36.69,46478.52,1522.52,2529.14,1683.48,4668.99,1533.15,5112.18,600.55,3020.49,67.5
3763,VIC,Melbourne - North East,1066,71408061,15826843,66986.92,14846.94,22.16,56640.08,531.88,1313.88,1004.42,1394.11,-88.13,3238.7,491.4,3059.01,44.2
3764,VIC,Hume,6076,406179266,92010554,66849.78,15143.28,22.65,56066.69,596.71,1244.71,1339.68,1934.77,18.49,3406.29,471.62,2005.02,45.3
3765,VIC,Melbourne - Outer East,4178,300570732,71997177,71941.3,17232.45,23.95,57204.95,929.65,2003.7,2231.78,2639.18,-42.9,3785.6,268.64,3313.07,58.6
3766,VIC,Melbourne - Outer East,756,56360322,13641793,74550.69,18044.7,24.2,61921.59,744.5,1375.64,1968.94,3324.88,35.54,4688.38,339.3,3477.34,53.8
3767,VIC,Melbourne - Outer East,734,55092011,13681162,75057.24,18639.19,24.83,59779.55,676.65,1454.8,1047.34,2383.25,-230.87,4323.34,298.3,3818.6,63.4
3770,VIC,Melbourne - Outer East,2053,163117231,47148635,79453.11,22965.73,28.9,51332.03,883.22,5987.42,1719.89,3351.72,490.13,2805.3,231.39,-203.83,57.1
3775,VIC,Melbourne - Outer East,2565,191102721,47817906,74503.98,18642.46,25.02,54133.6,909.78,3304.78,3876.23,2911.1,185.72,2787.04,189.85,2572.93,58.9
3777,VIC,Melbourne - Outer East,6406,415164813,94583121,64808.74,14764.77,22.78,48409.56,712.53,2034.81,2943.58,2626.04,241.17,3313.92,438.2,3957.76,44.6
3778,VIC,Hume,137,7068745,1388764,51596.68,10136.96,19.65,41192.96,1195.99,1264.0,6.77,2365.09,921.36,2888.75,704.8,1756.46,30.7
3779,VIC,Hume,294,14333455,2862234,48753.25,9735.49,19.97,35139.14,734.18,1998.57,1324.53,3021.83,861.33,3594.86,429.14,1841.12,50.0
3781,VIC,Melbourne - South East,2684,184294901,42416960,68664.27,15803.64,23.02,56460.3,353.39,1437.66,973.13,1927.31,-91.08,3914.37,350.14,3119.5,42.1
3782,VIC,Melbourne - South East,4959,363520269,89489300,73305.16,18045.84,24.62,56838.68,607.86,1886.89,2302.79,2699.95,103.4,3353.86,277.37,3279.76,56.9
3783,VIC,Melbourne - South East,1497,108707752,26237999,72617.07,17527.05,24.14,56087.75,645.77,2662.13,3057.0,2649.82,54.32,3421.51,358.16,2584.98,50.1
3786,VIC,Melbourne - Outer East,987,83309503,22455361,84406.79,22751.13,26.95,65127.72,1120.46,4020.28,2636.55,2905.89,-486.4,4863.54,213.31,3746.53,66.2
3787,VIC,Melbourne - Outer East,674,51472387,13087005,76368.53,19416.92,25.43,59423.94,865.39,2006.47,1693.11,3952.91,435.71,5352.72,296.1,4284.51,61.6
3788,VIC,Melbourne - Outer East,1121,83486788,20930239,74475.28,18671.04,25.07,55861.17,810.32,1922.14,1340.25,3711.31,76.96,4325.16,349.82,4359.1,57.4
3789,VIC,Melbourne - Outer East,168,15463035,4333491,92041.88,25794.59,28.02,61484.77,1145.86,4491.46,4031.39,5700.29,36.55,4510.68,411.92,5543.97,73.8
3791,VIC,Melbourne - Outer East,923,66439903,16186846,71982.56,17537.21,24.36,58744.13,635.9,1313.84,1883.06,2797.87,-62.62,4790.06,273.6,1742.7,58.1
3792,VIC,Melbourne - Outer East,644,47792141,11483425,74211.4,17831.41,24.03,56165.21,757.86,2868.53,899.07,2382.7,130.74,4391.1,385.28,4250.42,60.9
3793,VIC,Melbourne - Outer East,2182,140860889,31893463,64555.86,14616.62,22.64,49006.53,688.43,1770.75,2075.28,2926.17,282.18,3658.46,350.33,3434.72,48.9
3795,VIC,Melbourne - Outer East,890,63811196,15241538,71697.97,17125.32,23.89,44556.52,1191.23,2987.65,1021.76,4069.5,513.88,3042.85,256.1,4092.7,53.8
3796,VIC,Melbourne - Outer East,6007,404972513,91675239,67416.77,15261.4,22.64,55809.94,472.39,991.01,1194.2,1894.2,-93.18,3910.5,292.01,3521.57,48.9
3797,VIC,Melbourne - Outer East,2088,123190214,25934188,58999.14,12420.59,21.05,47142.5,491.67,1116.22,1098.62,1816.07,230.63,2781.75,434.13,2414.27,36.8
3799,VIC,Melbourne - Outer East,3127,175008052,35368067,55966.76,11310.54,20.21,45498.59,498.91,1082.77,516.62,1616.34,143.88,3698.08,707.3,3275.65,31.9
3802,VIC,Melbourne - South East,14262,848292329,177994749,59479.2,12480.35,20.98,51439.38,570.35,649.95,855.47,3063.12,-287.31,5649.12,616.06,2971.79,43.0
3803,VIC,Melbourne - South East,6217,334904681,65535979,53869.18,10541.42,19.57,45598.77,383.07,437.92,647.28,2192.68,-296.46,4825.96,777.45,3975.95,27.9
3804,VIC,Melbourne - South East,5457,442443813,116705567,81078.21,21386.4,26.38,53561.99,1478.67,3277.55,4675.0,5764.26,-387.53,4872.34,280.9,3500.6,64.0
3805,VIC,Melbourne - South East,35238,2158737692,460282992,61261.64,13062.12,21.32,53719.69,429.16,577.68,684.55,2236.05,-482.65,4627.35,532.55,2891.21,40.7
3806,VIC,Melbourne - South East,33038,2598855742,671599574,78662.62,20328.09,25.84,60669.8,745.79,1720.76,1706.98,3410.01,-664.63,4403.16,342.3,2277.35,57.3
3807,VIC,Melbourne - South East,4983,393616783,100071194,78991.93,20082.52,25.42,62758.92,871.47,2395.84,2355.83,3244.91,-610.59,3571.66,269.67,2886.88,64.8
3808,VIC,Melbourne - South East,2088,182496189,50014652,87402.39,23953.38,27.41,58180.65,1039.6,5515.25,2405.33,3919.17,-275.11,3001.41,149.49,2654.6,71.1
3809,VIC,Melbourne - South East,14285,981621127,221104009,68716.91,15478.05,22.52,62609.31,358.11,549.96,626.86,1750.04,-451.07,4553.75,339.13,2410.14,47.1
3810,VIC,Melbourne - South East,33465,2030503010,426112511,60675.42,12733.08,20.99,54038.6,317.18,650.51,756.7,1293.46,-262.87,3791.13,505.51,2394.37,36.2
3812,VIC,Melbourne - South East,1572,104073247,24206081,66204.36,15398.27,23.26,50922.77,894.87,2239.47,1896.17,2225.53,-84.6,2350.87,301.29,2050.61,52.4
3813,VIC,Melbourne - South East,617,38264569,8384294,62017.13,13588.81,21.91,49698.96,731.63,1228.24,1201.85,2616.45,106.75,3111.53,343.32,2308.48,52.0
3814,VIC,Melbourne - South East,1559,101721137,23153277,65247.68,14851.36,22.76,51283.0,978.45,2607.54,1432.35,2178.76,119.2,2819.57,445.79,3426.32,51.4
3815,VIC,Melbourne - South East,2171,146511218,34063354,67485.59,15690.17,23.25,53320.5,924.52,1364.07,1890.53,2221.67,26.67,2583.14,327.15,3019.51,49.2
3816,VIC,Latrobe - Gippsland,1912,120118236,26741509,62823.35,13986.14,22.26,50317.48,795.05,619.44,1219.27,1573.81,68.83,2585.63,663.98,2932.67,37.1
3818,VIC,Latrobe - Gippsland,10609,645319509,138792176,60827.55,13082.49,21.51,50435.32,634.4,1070.59,1556.5,1608.41,125.23,3275.52,475.61,2346.87,40.9
3820,VIC,Latrobe - Gippsland,12636,835061617,191385175,66085.91,15146.03,22.92,52708.22,699.08,2252.12,1386.08,2081.38,128.45,3765.43,433.14,2401.86,45.8
3821,VIC,Latrobe - Gippsland,1904,124487761,30273137,65382.23,15899.76,24.32,44879.65,1054.18,2751.05,2068.65,2743.17,317.89,3525.15,291.93,2014.97,48.4
3822,VIC,Latrobe - Gippsland,651,40597612,9020082,62361.92,13855.73,22.22,47351.36,830.92,1649.38,2078.42,2266.16,350.77,2275.63,368.52,-154.91,41.3
3823,VIC,Latrobe - Gippsland,1326,80361629,17651616,60604.55,13311.93,21.97,48738.27,689.31,1864.82,1256.9,1651.42,175.14,3408.0,407.87,2924.4,42.8
3824,VIC,Latrobe - Gippsland,3159,199575572,44824804,63176.82,14189.55,22.46,51986.6,568.81,1801.54,1364.14,1882.91,290.32,2876.53,463.59,1435.08,41.0
3825,VIC,Latrobe - Gippsland,11155,665186512,141921917,59631.24,12722.72,21.34,51443.18,449.76,945.14,1031.89,1544.84,32.43,2528.87,937.68,1405.66,36.7
3831,VIC,Latrobe - Gippsland,1178,81699536,20596665,69354.44,17484.44,25.21,46265.08,608.07,2585.77,3483.77,2029.16,-12.49,2690.65,354.05,3588.05,46.7
3832,VIC,Latrobe - Gippsland,158,8637383,1865377,54666.98,11806.18,21.6,32700.67,3642.55,2013.84,2935.11,2365.02,547.78,3657.67,551.35,6438.12,45.6
3833,VIC,Latrobe - Gippsland,183,10014483,2020614,54723.95,11041.61,20.18,37939.91,882.62,872.8,3161.56,2852.32,975.68,4825.22,604.05,1005.78,41.0
3835,VIC,Latrobe - Gippsland,331,18777832,3930299,56730.61,11874.02,20.93,41301.84,974.6,1432.89,1346.68,1370.0,290.24,3364.3,586.18,345.16,46.8
3840,VIC,Latrobe - Gippsland,8515,495625631,103789844,58206.18,12189.06,20.94,49053.44,515.3,1005.88,963.57,1438.68,153.08,2485.02,1221.58,1417.26,31.2
3842,VIC,Latrobe - Gippsland,2560,144058317,29174367,56272.78,11396.24,20.25,49613.12,493.78,606.48,864.19,962.19,-0.44,3306.13,1288.89,1498.11,28.7
3844,VIC,Latrobe - Gippsland,18561,1316456266,311352357,70925.93,16774.55,23.65,60393.84,592.65,1889.36,1380.08,2059.37,-101.69,2996.63,572.46,1578.11,44.1
3847,VIC,Latrobe - Gippsland,1292,74915355,15980400,57984.02,12368.73,21.33,49697.45,392.73,1019.48,892.74,1210.65,61.78,2574.57,579.75,648.96,36.1
3850,VIC,Latrobe - Gippsland,8831,589860532,134054113,66794.31,15179.95,22.73,53599.11,687.5,1541.31,1348.37,2551.79,185.48,3284.24,688.19,2404.95,41.3
3851,VIC,Latrobe - Gippsland,2963,176499721,39828548,59567.91,13441.97,22.57,46805.7,732.33,1817.28,1306.38,2571.18,323.26,2168.34,777.09,1839.16,42.6
3852,VIC,Latrobe - Gippsland,96,6791579,1402823,70745.61,14612.74,20.66,69175.55,521.0,100.8,305.47,1857.7,-247.71,13368.3,446.17,468.01,20.8
3853,VIC,VIC other,68,11445385,4217088,168314.49,62016.0,36.85,58062.71,1125.22,3235.07,1918.57,4213.03,-1231.21,2088.76,123.72,5279.19,55.9
3854,VIC,Latrobe - Gippsland,964,67496657,16680874,70017.28,17303.81,24.71,61222.73,690.35,1696.13,2327.41,2414.27,170.54,2294.77,319.27,816.24,48.5
3856,VIC,Latrobe - Gippsland,655,40960936,9079954,62535.78,13862.53,22.17,57511.49,563.28,1191.73,862.58,1034.25,-129.07,2289.95,402.17,52.24,37.9
3857,VIC,Latrobe - Gippsland,207,12563393,2891163,60692.72,13966.97,23.01,50841.77,636.94,2055.61,7543.55,774.86,137.69,3871.59,638.48,523.65,43.0
3858,VIC,Latrobe - Gippsland,1861,107360529,22410880,57689.7,12042.39,20.87,47442.92,557.11,1351.33,3553.82,1433.99,142.35,1905.01,646.75,1568.11,34.0
3859,VIC,Latrobe - Gippsland,533,28715009,6508095,53874.31,12210.31,22.66,41933.94,644.53,2100.87,3650.66,2629.85,371.56,2570.83,476.31,-149.87,39.2
3860,VIC,Latrobe - Gippsland,4381,261682580,56560244,59731.24,12910.35,21.61,48906.9,552.67,1505.77,1382.21,2124.3,260.66,2541.32,571.74,788.79,35.5
3862,VIC,Latrobe - Gippsland,2267,131515290,28422942,58012.92,12537.69,21.61,50355.73,497.28,1103.64,882.28,1294.23,118.61,2823.62,509.98,714.31,34.3
3864,VIC,Latrobe - Gippsland,124,5604977,1052106,45201.43,8484.73,18.77,34564.02,512.95,462.17,226.98,1698.44,368.05,2029.71,1473.19,2628.59,19.4
3865,VIC,Latrobe - Gippsland,330,16987854,3226220,51478.35,9776.42,18.99,41148.67,433.07,834.9,1287.69,1458.53,416.82,2317.66,450.22,2866.88,23.3
3869,VIC,Latrobe - Gippsland,1193,78846525,18653036,66090.97,15635.4,23.66,58048.35,534.5,1099.53,1246.92,2219.02,63.01,3241.02,419.75,277.25,47.3
3870,VIC,Latrobe - Gippsland,735,39800996,8236544,54151.01,11206.18,20.69,45223.86,615.75,1177.56,1012.58,1342.24,7.63,3265.91,655.84,1897.0,35.2
3871,VIC,Latrobe - Gippsland,1677,99172601,21718349,59136.91,12950.71,21.9,48090.55,610.03,1401.95,1203.38,2005.2,265.25,2713.31,575.24,2077.87,44.2
3873,VIC,Latrobe - Gippsland,226,9369842,2508659,41459.48,11100.26,26.77,47431.65,597.02,1191.91,319.57,2659.88,543.32,1963.38,615.7,-1161.28,39.8
3874,VIC,Latrobe - Gippsland,386,40668864,13502693,105359.75,34981.07,33.2,37408.26,8047.85,32706.68,1517.35,1899.06,512.25,1732.78,826.81,859.55,39.9
3875,VIC,Latrobe - Gippsland,11702,647908240,130637229,55367.31,11163.67,20.16,43228.36,652.11,1761.63,1030.43,1877.73,409.4,2227.22,681.95,2440.85,33.6
3878,VIC,Latrobe - Gippsland,793,44276630,8862931,55834.34,11176.46,20.02,40453.19,1202.95,2212.18,1190.6,2067.55,242.58,2916.36,408.27,2128.5,42.7
3880,VIC,Latrobe - Gippsland,2331,125344525,25832578,53772.85,11082.19,20.61,36687.05,1072.52,3470.09,1544.85,2566.01,394.96,1884.32,543.11,2220.82,42.9
3882,VIC,Latrobe - Gippsland,865,47121816,9599880,54476.09,11098.13,20.37,43625.02,587.35,1230.34,2445.74,1569.19,282.77,1826.27,623.85,1450.53,34.5
3885,VIC,Latrobe - Gippsland,1131,57838439,11247163,51139.2,9944.44,19.45,41483.63,499.71,537.42,1193.98,1664.21,330.53,2499.24,753.74,1945.01,25.1
3886,VIC,Latrobe - Gippsland,223,11027546,2101301,49450.88,9422.87,19.06,36981.04,624.25,774.65,1731.22,664.09,46.66,2151.88,798.07,747.24,25.6
3887,VIC,Latrobe - Gippsland,179,7462265,1323239,41688.63,7392.4,17.73,34143.49,286.92,525.78,962.71,690.52,128.56,2097.32,1741.42,2182.41,17.9
3888,VIC,Latrobe - Gippsland,1883,97542857,19144504,51801.84,10167.02,19.63,37614.41,858.64,2231.3,1239.4,1750.33,333.79,2347.38,1004.46,2839.44,28.0
3889,VIC,Latrobe - Gippsland,80,2554943,373411,31936.79,4667.64,14.62,21630.84,771.2,204.4,1069.82,1707.0,482.0,1707.66,1660.44,794.91,31.2
3890,VIC,Latrobe - Gippsland,163,7924581,1480244,48617.06,9081.25,18.68,34378.55,1031.95,1028.4,508.32,2683.61,1021.34,871.39,893.47,843.43,27.6
3891,VIC,Latrobe - Gippsland,67,2685382,449648,40080.33,6711.16,16.74,32865.85,759.16,843.34,241.48,1651.69,933.63,1228.43,467.31,2747.34,20.9
3892,VIC,Latrobe - Gippsland,643,32041658,6145274,49831.51,9557.19,19.18,29375.04,1115.41,1779.86,2382.06,2795.58,543.57,2567.76,563.13,4131.83,40.0
3895,VIC,Latrobe - Gippsland,123,5280088,924173,42927.54,7513.6,17.5,23448.15,1010.57,1528.49,116.03,1094.16,401.22,2197.67,574.89,4657.81,35.0
3896,VIC,Latrobe - Gippsland,223,12345300,2499389,55360.09,11208.02,20.25,38360.84,1429.32,2884.77,796.35,2921.23,1190.91,2980.31,536.41,1300.08,32.3
3898,VIC,Latrobe - Gippsland,418,21765886,4297040,52071.5,10280.0,19.74,37155.75,640.58,1818.02,431.8,3420.88,832.17,1891.72,477.4,3641.66,38.8
3900,VIC,Latrobe - Gippsland,120,5816601,1179715,48471.68,9830.96,20.28,26349.62,642.57,873.93,3772.68,1432.89,568.5,292.51,687.99,3215.13,34.2
3902,VIC,Latrobe - Gippsland,235,12364685,2468813,52615.68,10505.59,19.97,34714.03,1312.12,3660.83,5079.03,1737.81,728.67,1388.55,917.94,1125.56,33.6
3903,VIC,Latrobe - Gippsland,469,26695924,5411546,56920.95,11538.48,20.27,40782.16,757.05,2345.7,433.32,1649.29,184.97,2494.12,584.12,2679.5,36.0
